rider_id,home_market,home_cluster,baseline_annual_ride_rate,total_attendance,unique_studios,unique_instructors,familiarity_degree,social_degree,coordination_count,coattendance_degree
R000345,Greater NYC,Nassau County,6.517146045637878,4,1,4,0,0,0,3
R000346,Northern California,San Francisco,76.40907152795151,78,4,20,1,0,0,55
R000347,Greater NYC,Midtown Manhattan,37.579092360121415,43,5,26,1,0,0,33
R000348,Greater NYC,Uptown Manhattan,2.26595586654128,4,2,4,0,0,0,2
R000349,Greater NYC,Uptown Manhattan,6.329486273193356,9,5,9,0,0,0,8
R000350,Southern California,Los Angeles,6.184289210763246,11,3,7,0,0,0,6
R000351,Southern California,Los Angeles,44.24391014166078,42,3,16,0,0,0,28
R000352,Chicago,Chicago,23.87780668415657,24,2,12,0,0,0,18
R000353,Greater NYC,Fairfield County,35.51589427409884,47,4,29,0,0,0,36
R000354,Greater NYC,Uptown Manhattan,6.3359032944420814,4,3,4,0,0,0,2
R000355,Greater NYC,Lower Manhattan–North Brooklyn,2.8213258313420013,3,2,2,0,0,0,3
R000356,Southern California,Los Angeles,1.0,2,2,2,0,0,0,1
R000357,Greater NYC,Lower Manhattan–North Brooklyn,6.683351702922446,5,4,5,0,0,0,5
R000358,Southern California,Los Angeles,1.858528012383141,2,1,2,0,0,0,2
R000359,DMV,DC–Arlington,1.349528871365138,1,1,1,0,0,0,1
R000360,Southern California,Los Angeles,1.0,2,2,2,0,0,0,0
R000361,Greater NYC,Uptown Manhattan,1.427555845596869,0,0,0,0,0,0,0
R000362,Greater NYC,Midtown Manhattan,1.821867089212536,1,1,1,0,0,0,1
R000363,Greater NYC,Westchester,1.0,1,1,1,0,0,0,1
R000364,Greater NYC,Fairfield County,20.718850072484855,21,2,11,0,0,0,18
R000365,Greater NYC,Uptown Manhattan,6.61140252336943,5,3,5,0,0,0,4
R000366,Greater NYC,Midtown Manhattan,6.589143210467653,6,2,6,0,0,0,4
R000367,Philadelphia,Philadelphia,4.9016463609890835,5,1,4,0,0,0,4
R000368,Chicago,Chicago,9.89063500035116,6,2,4,0,0,0,4
R000369,Greater NYC,Uptown Manhattan,1.0,1,1,1,0,0,0,1
R000370,Greater NYC,Lower Manhattan–North Brooklyn,97.02363601429668,113,7,47,1,0,0,89
R000371,Greater NYC,Westchester,6.782131367153359,5,3,5,0,0,0,3
R000372,Greater NYC,Lower Manhattan–North Brooklyn,1.6894556043870872,2,2,2,0,0,0,2
R000373,Greater NYC,Uptown Manhattan,3.831798711406234,3,1,3,0,0,0,3
R000374,Greater NYC,Lower Manhattan–North Brooklyn,10.477331388331612,10,5,10,0,0,0,9
R000375,Philadelphia,Main Line,4.091929974756811,3,1,3,0,0,0,2
R000376,Greater NYC,North Jersey,2.4321472169913196,2,2,2,0,0,0,2
R000377,Northern California,San Francisco,1.9730232259511356,1,1,1,0,0,0,1
R000378,Greater NYC,Lower Manhattan–North Brooklyn,1.2250034004537436,0,0,0,0,0,0,0
R000379,Atlanta,Atlanta,2.938360790477241,7,1,4,0,0,0,5
R000380,Greater NYC,Uptown Manhattan,19.405795122962484,23,4,16,0,0,0,17
R000381,South Florida,Miami,6.857845757443383,6,2,5,0,0,0,3
R000382,DMV,DC–Arlington,10.054171018043355,8,3,7,0,0,0,5
R000383,Greater NYC,Midtown Manhattan,4.05061412490513,1,1,1,0,0,0,1
R000384,Houston,Houston,39.6438711688662,36,1,9,1,0,0,17
R000385,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R000386,Greater NYC,Fairfield County,2.1357784755288165,2,2,2,0,0,0,0
R000387,Philadelphia,Main Line,16.192837310822934,15,1,8,0,0,0,11
R000388,Chicago,Chicago,4.249574117320813,4,2,3,0,0,0,4
R000389,Greater NYC,Fairfield County,2.0633090416492177,1,1,1,0,0,0,0
R000390,DMV,DC–Arlington,3.509536418337661,6,3,5,0,0,0,5
R000391,South Florida,Miami,6.533976157521957,2,2,2,0,0,0,1
R000392,Austin,Austin,5.149193973422189,10,1,6,0,0,0,7
R000393,Greater NYC,North Jersey,2.3925583520313363,0,0,0,0,0,0,0
R000394,Greater NYC,Westchester,4.786501738237239,7,3,6,0,0,0,4
R000395,Greater NYC,Nassau County,6.098957838389177,2,1,2,0,0,0,1
R000396,Chicago,Chicago,2.9117309952498895,7,2,5,0,0,0,5
R000397,Greater NYC,Lower Manhattan–North Brooklyn,7.543918346616501,7,6,7,0,0,0,4
R000398,Greater NYC,Midtown Manhattan,2.897283379425188,4,3,4,0,0,0,3
R000399,Northern California,Marin County,1.29146104305155,2,1,2,0,0,0,1
R000400,DMV,DC–Arlington,3.351052248619614,0,0,0,0,0,0,0
R000401,Philadelphia,Main Line,8.007071871977514,6,1,4,0,0,0,5
R000402,Greater NYC,Midtown Manhattan,119.5464866690556,118,9,35,3,0,0,80
R000403,Greater NYC,Westchester,3.1317693955000236,6,3,4,0,0,0,6
R000404,Greater NYC,Uptown Manhattan,3.2927680320535417,2,2,2,0,0,0,2
R000405,Greater NYC,Midtown Manhattan,1.0,2,2,2,0,0,0,2
R000406,Greater NYC,Midtown Manhattan,24.030954301203337,23,4,18,0,0,0,20
R000407,DMV,DC–Arlington,4.6953733983838415,4,3,4,0,0,0,4
R000408,Greater NYC,North Jersey,3.217742989165072,2,1,2,0,0,0,1
R000409,Greater NYC,Lower Manhattan–North Brooklyn,2.8806635435453165,3,3,2,0,0,0,3
R000410,Boston,Chestnut Hill,6.560632587066,11,2,8,0,0,0,10
R000411,DMV,Montgomery County,9.053320899132576,9,2,5,0,0,0,6
R000412,Philadelphia,Main Line,1.594199464063987,4,2,3,0,0,0,4
R000413,Boston,Boston,7.523604975850302,5,2,4,0,0,0,5
R000414,South Florida,Miami,18.156751844076283,30,2,7,0,0,0,19
R000415,Northern California,San Francisco,2.432137130506776,3,2,3,0,0,0,2
R000416,Southern California,Los Angeles,4.238577585254072,5,3,5,0,0,0,3
R000417,Greater NYC,Lower Manhattan–North Brooklyn,7.326396703671403,10,5,10,0,0,0,8
R000418,Greater NYC,Hudson County,3.098962207607862,2,1,2,0,0,0,2
R000419,Atlanta,Atlanta,7.902758563968933,12,1,3,0,0,0,10
R000420,Northern California,Silicon Valley,9.96425048912526,9,1,7,0,0,0,6
R000421,Greater NYC,Lower Manhattan–North Brooklyn,16.579592981350213,19,7,15,0,0,0,15
R000422,Greater NYC,Midtown Manhattan,2.8963462937880116,1,1,1,0,0,0,1
R000423,Greater NYC,Lower Manhattan–North Brooklyn,14.995782681844656,15,5,11,0,0,0,11
R000424,Philadelphia,Philadelphia,3.690060821406525,3,1,2,0,0,0,2
R000425,Ann Arbor,Ann Arbor,1.0,0,0,0,0,0,0,0
R000426,Dallas,Dallas,11.160679814674134,10,1,7,0,0,0,5
R000427,Seattle,Seattle,1.1804888533962503,1,1,1,0,0,0,1
R000428,Greater NYC,Lower Manhattan–North Brooklyn,12.893682788939858,12,4,10,0,0,0,9
R000429,Greater NYC,Uptown Manhattan,2.586086802160678,4,1,4,0,0,0,2
R000430,Chicago,Chicago,3.824146847072834,3,2,2,0,0,0,2
R000431,Philadelphia,Philadelphia,6.800477548213453,3,1,2,0,0,0,1
R000432,Greater NYC,Lower Manhattan–North Brooklyn,80.0603913201892,82,7,37,1,0,0,64
R000433,Southern California,Los Angeles,5.0623192608965,9,3,7,0,0,0,7
R000434,Seattle,Seattle,1.0,0,0,0,0,0,0,0
R000435,Boston,Boston,1.712305642920963,3,2,3,0,0,0,2
R000436,DMV,Montgomery County,7.550108471863215,10,3,6,0,0,0,9
R000437,Austin,Austin,18.299595422676028,23,1,7,0,0,0,15
R000438,Chicago,Chicago,4.81075608940011,8,2,7,0,0,0,7
R000439,Boston,Chestnut Hill,1.6715415364268866,0,0,0,0,0,0,0
R000440,Ann Arbor,Ann Arbor,20.29293781288603,24,1,3,0,0,0,12
R000441,Boston,Boston,5.577157427802254,7,2,5,0,0,0,4
R000442,Greater NYC,Lower Manhattan–North Brooklyn,30.36166391296491,25,7,18,0,0,0,22
R000443,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R000444,Greater NYC,Midtown Manhattan,74.59155421928509,69,4,24,2,0,0,44
R000445,Greater NYC,Lower Manhattan–North Brooklyn,2.262318566800224,3,3,3,0,0,0,2
R000446,Greater NYC,Uptown Manhattan,36.99992086520043,39,5,22,0,0,0,32
R000447,Greater NYC,Uptown Manhattan,1.0,1,1,1,0,0,0,1
R000448,Greater NYC,Nassau County,2.150692143632118,3,1,3,0,0,0,3
R000449,Seattle,Seattle,2.5804025121938654,4,1,3,0,0,0,2
R000450,DMV,Montgomery County,2.367969465900674,3,1,2,0,0,0,2
R000451,Ann Arbor,Ann Arbor,6.94660533159532,5,1,2,0,0,0,4
R000452,Northern California,San Francisco,14.410862812502954,18,2,10,0,0,0,12
R000453,South Florida,Miami,2.877404516227445,0,0,0,0,0,0,0
R000454,Philadelphia,Main Line,3.228004871085253,7,2,4,0,0,0,4
R000455,Houston,Houston,1.0,0,0,0,0,0,0,0
R000456,Dallas,Dallas,2.356827996543183,4,1,3,0,0,0,4
R000457,Northern California,San Francisco,28.18618062878349,24,2,13,0,0,0,15
R000458,Greater NYC,Midtown Manhattan,4.666584340669983,1,1,1,0,0,0,1
R000459,Greater NYC,Lower Manhattan–North Brooklyn,4.8897767861955055,4,3,3,0,0,0,3
R000460,Greater NYC,Midtown Manhattan,4.310731402070123,4,3,4,0,0,0,2
R000461,Greater NYC,North Jersey,1.021430119693777,0,0,0,0,0,0,0
R000462,Dallas,Dallas,7.206162525168549,7,1,6,0,0,0,6
R000463,Greater NYC,Fairfield County,4.383900016205262,5,2,5,0,0,0,4
R000464,Philadelphia,Philadelphia,1.0,1,1,1,0,0,0,1
R000465,Greater NYC,Nassau County,2.2179263112475684,1,1,1,0,0,0,0
R000466,South Florida,Miami,4.3102690761896305,6,2,4,0,0,0,4
R000467,Greater NYC,Uptown Manhattan,18.040158141342733,19,4,12,0,0,0,15
R000468,Greater NYC,Uptown Manhattan,2.680205638319202,3,2,3,0,0,0,3
R000469,Chicago,Chicago,1.1569041020513264,1,1,1,0,0,0,1
R000470,Boston,Chestnut Hill,4.050134594003908,4,2,3,0,0,0,4
R000471,Northern California,San Francisco,142.4368231387488,135,3,18,6,0,0,75
R000472,Greater NYC,Uptown Manhattan,1.7461804359324695,0,0,0,0,0,0,0
R000473,Greater NYC,Lower Manhattan–North Brooklyn,7.6946529609059775,10,4,8,0,0,0,7
R000474,Philadelphia,Main Line,5.877355454168068,4,1,3,0,0,0,2
R000475,Greater NYC,Uptown Manhattan,7.047252180971531,10,3,9,0,0,0,7
R000476,Philadelphia,Main Line,1.2866996863488285,3,2,2,0,0,0,3
R000477,Greater NYC,Midtown Manhattan,44.479841754582544,44,7,34,0,0,0,34
R000478,Greater NYC,North Jersey,2.2629602053982323,0,0,0,0,0,0,0
R000479,Greater NYC,Uptown Manhattan,1.37758719040364,2,2,2,0,0,0,1
R000480,Greater NYC,Midtown Manhattan,2.4420746133367826,2,2,2,0,0,0,2
R000481,DMV,DC–Arlington,4.180437284074224,5,2,4,0,0,0,3
R000482,Greater NYC,North Jersey,6.525804055013387,4,2,4,0,0,0,3
R000483,Boston,Chestnut Hill,3.133172157822996,6,2,6,0,0,0,5
R000484,Greater NYC,Uptown Manhattan,2.0931066181887865,2,1,2,0,0,0,2
R000485,Boston,Chestnut Hill,3.897081021252501,5,3,4,0,0,0,3
R000486,Northern California,Silicon Valley,7.450215641016136,7,2,6,0,0,0,3
R000487,Boston,Boston,1.0,1,1,1,0,0,0,1
R000488,Philadelphia,Main Line,20.756630580486373,26,2,9,0,0,0,19
R000489,Greater NYC,Midtown Manhattan,3.168088150022459,2,2,2,0,0,0,2
R000490,Dallas,Dallas,14.277984989304104,12,1,5,0,0,0,10
R000491,Boston,Boston,12.876010243078762,17,3,10,0,0,0,11
R000492,Southern California,Pasadena,14.61649875751278,18,1,9,0,0,0,14
R000493,Greater NYC,Nassau County,1.0,1,1,1,0,0,0,1
R000494,Chicago,Chicago,56.611644490143185,51,2,12,0,0,0,33
R000495,Seattle,Seattle,1.3375111919211535,1,1,1,0,0,0,1
R000496,Southern California,Pasadena,17.224876157017032,13,1,8,0,0,0,12
R000497,Greater NYC,Uptown Manhattan,5.438485510444088,8,2,5,0,0,0,5
R000498,South Florida,Miami,5.680202841908059,5,2,4,0,0,0,5
R000499,Greater NYC,Lower Manhattan–North Brooklyn,2.1811631372181233,0,0,0,0,0,0,0
R000500,DMV,DC–Arlington,15.71812781650226,15,3,13,0,0,0,12
R000501,Seattle,Seattle,10.21292744819586,13,1,8,0,0,0,9
R000502,Southern California,Los Angeles,1.318633370749498,0,0,0,0,0,0,0
R000503,South Florida,Miami,2.4085414546872976,7,2,4,0,0,0,5
R000504,Greater NYC,Midtown Manhattan,8.19372157439075,3,2,3,0,0,0,3
R000505,DMV,DC–Arlington,28.21009619319484,27,3,15,0,0,0,17
R000506,Atlanta,Atlanta,1.466217019357558,4,1,2,0,0,0,4
R000507,Northern California,San Francisco,7.395278168078045,3,3,3,0,0,0,1
R000508,Atlanta,Atlanta,3.973505180390013,3,1,3,0,0,0,3
R000509,Greater NYC,Fairfield County,3.0280906543732304,4,4,4,0,0,0,3
R000510,Greater NYC,Uptown Manhattan,34.89427512792948,35,4,23,0,0,0,30
R000511,South Florida,Miami,1.0,0,0,0,0,0,0,0
R000512,Southern California,Los Angeles,5.2706253266521506,5,2,5,0,0,0,3
R000513,Greater NYC,Uptown Manhattan,2.929923470938651,3,2,3,0,0,0,3
R000514,Southern California,Los Angeles,24.630781549556698,25,4,12,0,0,0,17
R000515,Greater NYC,Uptown Manhattan,1.031687949335236,0,0,0,0,0,0,0
R000516,Greater NYC,Uptown Manhattan,3.4128379323831526,4,3,3,0,0,0,4
R000517,Boston,Chestnut Hill,4.005873752432302,3,2,3,0,0,0,3
R000518,Chicago,Chicago,9.312985483937371,8,2,8,0,0,0,7
R000519,DMV,DC–Arlington,12.027198103016966,11,3,9,0,0,0,7
R000520,Boston,Chestnut Hill,12.528754747964182,21,1,6,0,0,0,19
R000521,South Florida,Miami,5.283551487026627,5,2,3,0,0,0,5
R000522,Austin,Austin,2.5761507538216692,2,1,2,0,0,0,0
R000523,Greater NYC,Hudson County,2.374121943368857,2,1,1,0,0,0,1
R000524,Greater NYC,Midtown Manhattan,6.645955650699267,10,2,8,0,0,0,8
R000525,Greater NYC,Lower Manhattan–North Brooklyn,1.1330595134449146,0,0,0,0,0,0,0
R000526,Greater NYC,Fairfield County,3.929358180292288,6,3,5,0,0,0,4
R000527,Dallas,Dallas,74.4618473908862,68,1,9,3,1,7,28
R000528,Greater NYC,Midtown Manhattan,1.852149401301432,1,1,1,0,0,0,1
R000529,Greater NYC,Westchester,9.925807086021852,7,2,5,0,0,0,5
R000530,Boston,Boston,5.3982365031405735,9,2,8,0,0,0,7
R000531,Chicago,Chicago,2.0866257135310327,4,2,4,0,0,0,4
R000532,Greater NYC,Lower Manhattan–North Brooklyn,7.559438811532648,6,4,6,0,0,0,6
R000533,DMV,DC–Arlington,4.609173848772585,2,2,2,0,0,0,2
R000534,Greater NYC,Midtown Manhattan,6.149097049236144,9,5,9,0,0,0,9
R000535,Boston,Chestnut Hill,1.0,1,1,1,0,0,0,1
R000536,Northern California,Silicon Valley,56.66517024500233,36,2,13,0,0,0,29
R000537,Greater NYC,Midtown Manhattan,14.06528908708223,14,5,12,0,0,0,10
R000538,Greater NYC,Hudson County,14.764610122033996,9,3,7,0,0,0,7
R000539,Philadelphia,Philadelphia,1.0,1,1,1,0,0,0,1
R000540,Greater NYC,Uptown Manhattan,37.688853106631505,42,4,22,0,0,0,29
R000541,Chicago,Chicago,34.752103734904416,39,2,12,1,0,0,28
R000542,Greater NYC,Lower Manhattan–North Brooklyn,5.288133271297145,3,2,3,0,0,0,3
R000543,DMV,DC–Arlington,4.837570855946757,5,2,4,0,0,0,4
R000544,Southern California,Los Angeles,8.68694989647025,9,3,5,0,0,0,4
R000545,Greater NYC,Midtown Manhattan,3.2887337950073117,6,3,6,0,0,0,4
R000546,Seattle,Seattle,5.6286418763798265,7,1,5,0,0,0,6
R000547,Northern California,San Francisco,10.299228199193408,11,2,6,0,0,0,11
R000548,Greater NYC,Uptown Manhattan,1.0,0,0,0,0,0,0,0
R000549,Southern California,Los Angeles,1.8748226394509753,3,1,3,0,0,0,2
R000550,Northern California,San Francisco,18.1123730992559,14,3,9,0,0,0,13
R000551,Greater NYC,Lower Manhattan–North Brooklyn,1.3241457714783291,2,2,2,0,0,0,1
R000552,Greater NYC,Midtown Manhattan,1.1234219175620594,1,1,1,0,0,0,0
R000553,DMV,DC–Arlington,8.265987678897698,6,3,4,0,0,0,4
R000554,Northern California,San Francisco,1.0,1,1,1,0,0,0,0
R000555,Philadelphia,Main Line,16.253877004327407,17,2,7,0,0,0,11
R000556,Greater NYC,Midtown Manhattan,6.107664214395247,6,3,5,0,0,0,4
R000557,Boston,Boston,14.129700423022127,16,2,9,0,0,0,12
R000558,Greater NYC,Uptown Manhattan,1.0,1,1,1,0,0,0,1
R000559,DMV,Montgomery County,9.772837419582707,5,1,5,0,0,0,3
R000560,Greater NYC,Uptown Manhattan,6.414984377665225,4,2,4,0,0,0,4
R000561,South Florida,Miami,1.0,2,1,2,0,0,0,2
R000562,Southern California,Pasadena,4.46601883893923,7,1,5,0,0,0,6
R000563,Greater NYC,Lower Manhattan–North Brooklyn,9.276408010699043,12,5,10,0,0,0,9
R000564,Philadelphia,Main Line,3.634779067494733,1,1,1,0,0,0,0
R000565,Greater NYC,Lower Manhattan–North Brooklyn,11.518949461400368,9,5,9,0,0,0,6
R000566,Philadelphia,Main Line,8.811778702198227,6,2,4,0,0,0,5
R000567,DMV,Montgomery County,2.7840579448873495,1,1,1,0,0,0,1
R000568,Greater NYC,Uptown Manhattan,2.767609430749673,3,2,3,0,0,0,2
R000569,Greater NYC,Lower Manhattan–North Brooklyn,27.19192160909738,26,6,17,0,0,0,22
R000570,Boston,Chestnut Hill,6.133136586112705,7,2,4,0,0,0,5
R000571,Greater NYC,Westchester,2.057765071958172,2,2,2,0,0,0,2
R000572,South Florida,Miami,9.189264111316078,4,2,2,0,0,0,2
R000573,Philadelphia,Main Line,63.00737537189844,62,1,8,3,0,0,27
R000574,DMV,DC–Arlington,183.7563996145353,194,3,21,10,0,0,124
R000575,Greater NYC,Fairfield County,3.891364588643896,9,2,7,0,0,0,5
R000576,Seattle,Seattle,4.740708926206255,6,1,3,0,0,0,5
R000577,Greater NYC,Lower Manhattan–North Brooklyn,11.615994175164523,11,4,7,0,0,0,11
R000578,Greater NYC,Lower Manhattan–North Brooklyn,2.265776071480618,1,1,1,0,0,0,1
R000579,Greater NYC,Midtown Manhattan,73.80266170422139,76,5,29,1,0,0,50
R000580,Greater NYC,Hudson County,6.0217496458425925,5,4,5,0,0,0,4
R000581,DMV,DC–Arlington,7.586885826440402,8,2,6,0,0,0,6
R000582,DMV,DC–Arlington,2.818738732627889,1,1,1,0,0,0,1
R000583,South Florida,Miami,1.020634323931441,0,0,0,0,0,0,0
R000584,Philadelphia,Philadelphia,5.817639657678335,4,2,4,0,0,0,4
R000585,Philadelphia,Main Line,4.4778530241397,3,2,3,0,0,0,2
R000586,Greater NYC,Midtown Manhattan,6.6672956071022496,9,3,6,0,0,0,7
R000587,Northern California,Silicon Valley,10.863396882907868,19,3,10,0,0,0,14
R000588,Greater NYC,Lower Manhattan–North Brooklyn,7.809252313610528,4,4,4,0,0,0,3
R000589,Greater NYC,Lower Manhattan–North Brooklyn,34.01143471472347,33,8,26,0,0,0,25
R000590,Greater NYC,Lower Manhattan–North Brooklyn,1.913623231950465,2,1,2,0,0,0,2
R000591,DMV,DC–Arlington,3.1930117192464236,6,3,5,0,0,0,6
R000592,Boston,Chestnut Hill,4.733667581106693,5,1,5,0,0,0,3
R000593,Greater NYC,Midtown Manhattan,13.202517091082854,9,4,8,0,0,0,7
R000594,Northern California,San Francisco,3.035523485344869,1,1,1,0,0,0,1
R000595,Greater NYC,Hudson County,8.527070208290281,7,3,5,0,0,0,4
R000596,Greater NYC,Lower Manhattan–North Brooklyn,12.53248442954622,14,5,12,0,0,0,10
R000597,Greater NYC,Uptown Manhattan,13.21553436529152,14,5,12,0,0,0,11
R000598,Greater NYC,Midtown Manhattan,3.5061771679874267,3,3,3,0,0,0,3
R000599,Greater NYC,Fairfield County,4.792374723951435,3,1,2,0,0,0,2
R000600,Greater NYC,Lower Manhattan–North Brooklyn,9.6634722239232,9,5,9,0,0,0,8
R000601,Greater NYC,Uptown Manhattan,54.96929252158868,50,5,29,0,0,0,46
R000602,Greater NYC,Uptown Manhattan,1.130832977880538,1,1,1,0,0,0,1
R000603,Greater NYC,Midtown Manhattan,1.013364152782755,0,0,0,0,0,0,0
R000604,Dallas,Dallas,4.227024788156507,7,1,5,0,0,0,4
R000605,Greater NYC,Midtown Manhattan,28.432635812464945,29,7,22,0,0,0,25
R000606,Northern California,San Francisco,3.297332283646594,5,2,3,0,0,0,4
R000607,DMV,Montgomery County,6.238719585708448,3,1,3,0,0,0,1
R000608,Southern California,Los Angeles,5.060570208616124,4,3,4,0,0,0,2
R000609,South Florida,Miami,13.889055300245523,16,2,7,0,0,0,13
R000610,Philadelphia,Philadelphia,7.053613369297811,8,2,6,0,0,0,7
R000611,Northern California,San Francisco,1.3466153358412485,2,1,1,0,0,0,1
R000612,Greater NYC,Lower Manhattan–North Brooklyn,2.3834687577224223,3,3,3,0,0,0,3
R000613,Greater NYC,Lower Manhattan–North Brooklyn,5.1800881968333865,2,2,2,0,0,0,2
R000614,Ann Arbor,Ann Arbor,42.19428725227093,43,1,3,0,0,0,27
R000615,Southern California,Los Angeles,17.64823514862581,19,3,12,0,0,0,8
R000616,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R000617,DMV,DC–Arlington,12.277966906027247,11,3,10,0,0,0,8
R000618,DMV,DC–Arlington,1.7007570112691353,2,2,1,0,0,0,2
R000619,Greater NYC,Midtown Manhattan,1.1309690185752026,0,0,0,0,0,0,0
R000620,South Florida,Miami,4.076388581167887,1,1,1,0,0,0,0
R000621,Southern California,Pasadena,2.429778220395895,3,1,3,0,0,0,1
R000622,Boston,Boston,1.077197257644384,2,2,2,0,0,0,1
R000623,DMV,DC–Arlington,9.500943108658682,8,3,6,0,0,0,7
R000624,Austin,Austin,2.5831884965421223,2,1,2,0,0,0,2
R000625,Southern California,Los Angeles,3.830468963899538,2,1,2,0,0,0,2
R000626,Northern California,Silicon Valley,4.167789542250007,4,1,3,0,0,0,3
R000627,Greater NYC,Westchester,1.739338769471312,3,1,3,0,0,0,3
R000628,Northern California,San Francisco,24.373017551607457,22,2,12,0,0,0,16
R000629,Greater NYC,Nassau County,3.366083092944079,1,1,1,0,0,0,1
R000630,Houston,Houston,5.288351545991926,4,1,4,0,0,0,4
R000631,Seattle,Seattle,7.589262926107322,8,1,5,0,0,0,5
R000632,Greater NYC,Midtown Manhattan,2.4218988825313077,2,2,2,0,0,0,1
R000633,Greater NYC,Uptown Manhattan,2.4918008067059088,1,1,1,0,0,0,0
R000634,Boston,Boston,1.0,0,0,0,0,0,0,0
R000635,Greater NYC,Lower Manhattan–North Brooklyn,27.85119975036128,35,7,22,0,0,0,27
R000636,DMV,DC–Arlington,1.8883650058439616,1,1,1,0,0,0,0
R000637,Ann Arbor,Ann Arbor,1.6499406754093018,3,1,2,0,0,0,2
R000638,DMV,DC–Arlington,62.399558509811555,54,3,18,1,0,0,35
R000639,South Florida,Miami,22.003759204880556,20,2,5,0,0,0,12
R000640,DMV,Montgomery County,19.516351218441333,18,1,9,0,0,0,13
R000641,Greater NYC,Lower Manhattan–North Brooklyn,21.87952061854563,29,6,21,0,0,0,19
R000642,Northern California,San Francisco,7.762452065805315,4,2,4,0,0,0,3
R000643,Southern California,Pasadena,11.04701810510886,12,3,10,0,0,0,8
R000644,Greater NYC,North Jersey,15.278183959711182,12,1,6,0,0,0,8
R000645,Chicago,Chicago,13.182367903361245,9,2,6,0,0,0,8
R000646,Greater NYC,Midtown Manhattan,60.7203373197348,70,6,34,0,0,0,54
R000647,Boston,Boston,5.834053162486173,6,1,2,0,0,0,5
R000648,Atlanta,Atlanta,1.5546211692189953,1,1,1,0,0,0,1
R000649,Southern California,Los Angeles,11.352549522089046,6,2,5,0,0,0,3
R000650,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,2,2,0,0,0,2
R000651,Austin,Austin,26.07185251480309,29,1,8,0,0,0,19
R000652,DMV,DC–Arlington,2.574923357778554,2,1,2,0,0,0,1
R000653,Northern California,San Francisco,10.667715204707909,12,2,9,0,0,0,7
R000654,Philadelphia,Main Line,1.9145894362811593,1,1,1,0,0,0,0
R000655,Seattle,Seattle,1.0,1,1,1,0,0,0,1
R000656,Greater NYC,Uptown Manhattan,1.6554337181527785,4,3,4,0,0,0,4
R000657,Greater NYC,Midtown Manhattan,16.361884628242223,20,6,15,0,0,0,17
R000658,Dallas,Dallas,18.800272421106804,22,1,8,0,0,0,11
R000659,Southern California,Los Angeles,11.681147948299126,10,2,7,0,0,0,7
R000660,Greater NYC,Fairfield County,1.7075199220820787,1,1,1,0,0,0,1
R000661,Southern California,Los Angeles,1.653834153243888,2,1,2,0,0,0,2
R000662,Northern California,San Francisco,74.38171562871368,87,3,21,3,0,0,47
R000663,Greater NYC,Uptown Manhattan,10.517963062105451,7,3,7,0,0,0,4
R000664,Chicago,Chicago,3.963868035755078,5,2,3,0,0,0,5
R000665,Greater NYC,Uptown Manhattan,5.721321205492811,3,1,3,0,0,0,3
R000666,Greater NYC,Hudson County,5.553449154555586,4,2,4,0,0,0,4
R000667,South Florida,Miami,5.8082049665928945,6,2,4,0,0,0,5
